id,character,created_at,updated_at,jlpt,grade,kanjimap_url,kanjigraph_url,meanings,cluster,learned
152,竹,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n2,e1,thekanjimap.com/竹,japanesegraph.com/竹,"[""bamboo"", ""bamboo tree""]",plant,false
153,糸,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n2,e1,thekanjimap.com/糸,japanesegraph.com/糸,"[""thread, string, yarn"", ""fiber""]",clothing,false
154,耳,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/耳,japanesegraph.com/耳,"[""ear"", ""hearing""]",body_part,false
155,花,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/花,japanesegraph.com/花,"[""flower, blossom"", ""best"", ""cream (the best of something)""]",plant,false
156,草,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n3,e1,thekanjimap.com/草,japanesegraph.com/草,"[""grass, weed, herb"", ""plant"", ""vegetation""]",plant,false
157,虫,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e1,thekanjimap.com/虫,japanesegraph.com/虫,"[""insect, bug, worm"", ""cricket (for chirping)"", ""creature""]",animal,false
158,貝,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n2,e1,thekanjimap.com/貝,japanesegraph.com/貝,"[""shellfish, shell"", ""clam"", ""seashell""]",animal,false
159,足,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/足,japanesegraph.com/足,"[""foot, leg"", ""to be sufficient"", ""enough""]",body_part,false
160,車,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/車,japanesegraph.com/車,"[""car, vehicle, wheel"", ""cart"", ""wagon""]",transportation,false
161,金,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/金,japanesegraph.com/金,"[""gold, money"", ""Friday (金曜日)"", ""metal"", ""valuable""]",money_business,false
162,雨,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/雨,japanesegraph.com/雨,"[""rain"", ""rainy""]",weather,false
163,音,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n4,e1,thekanjimap.com/音,japanesegraph.com/音,"[""sound, noise"", ""pronunciation"", ""reading (of a kanji)""]",art_music,false
164,一,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/一,japanesegraph.com/一,"[""one"", ""first"", ""single"", ""same""]",number,false
165,七,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/七,japanesegraph.com/七,"[""seven""]",number,false
166,三,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/三,japanesegraph.com/三,"[""three""]",number,false
167,九,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/九,japanesegraph.com/九,"[""nine""]",number,false
168,二,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/二,japanesegraph.com/二,"[""two""]",number,false
169,五,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/五,japanesegraph.com/五,"[""five""]",number,false
170,八,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/八,japanesegraph.com/八,"[""eight""]",number,false
171,六,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/六,japanesegraph.com/六,"[""six""]",number,false
172,十,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/十,japanesegraph.com/十,"[""ten""]",number,false
173,千,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/千,japanesegraph.com/千,"[""thousand"", ""many"", ""numerous""]",number,false
174,四,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/四,japanesegraph.com/四,"[""four""]",number,false
175,休,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n5,e1,thekanjimap.com/休,japanesegraph.com/休,"[""rest, break"", ""vacation"", ""holiday"", ""to be absent""]",time_date,false
176,学,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/学,japanesegraph.com/学,"[""study, learning"", ""science"", ""knowledge""]",education,false
177,山,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/山,japanesegraph.com/山,"[""mountain, hill"", ""heap"", ""pile""]",nature,false
178,生,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n5,e1,thekanjimap.com/生,japanesegraph.com/生,"[""life, birth, living"", ""raw"", ""fresh"", ""natural"", ""student""]",education,false
179,立,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n4,e1,thekanjimap.com/立,japanesegraph.com/立,"[""to stand, to rise"", ""to establish"", ""to leave""]",,false
180,下,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e1,thekanjimap.com/下,japanesegraph.com/下,"[""below, under, down"", ""lower"", ""inferior"", ""to go down""]",direction_position,false
181,見,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n5,e1,thekanjimap.com/見,japanesegraph.com/見,"[""see"", ""idea"", ""opinion"", ""visible""]",,false
182,黄,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/黄,japanesegraph.com/黄,"[""yellow"", ""gold color""]",color,false
183,黒,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/黒,japanesegraph.com/黒,"[""black"", ""dark"", ""evil""]",color,false
184,丸,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n4,e2,thekanjimap.com/丸,japanesegraph.com/丸,"[""circle, round"", ""whole"", ""complete"", ""pill""]",,false
185,元,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n4,e2,thekanjimap.com/元,japanesegraph.com/元,"[""origin, source, basis"", ""former"", ""original"", ""healthy""]",,false
186,同,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n5,e2,thekanjimap.com/同,japanesegraph.com/同,"[""same, identical"", ""agree"", ""together""]",,false
187,多,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/多,japanesegraph.com/多,"[""many, much, a lot"", ""numerous"", ""frequent""]",quantity_degree,false
188,太,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/太,japanesegraph.com/太,"[""fat, thick, bold"", ""grand"", ""great""]",size_measure,false
189,少,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/少,japanesegraph.com/少,"[""few, little, small amount"", ""young"", ""brief""]",quantity_degree,false
190,広,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/広,japanesegraph.com/広,"[""wide, broad, spacious"", ""extensive"", ""vast""]",size_measure,false
191,弱,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n4,e2,thekanjimap.com/弱,japanesegraph.com/弱,"[""weak, feeble"", ""frail"", ""mild"", ""less""]",body_health,false
192,強,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n4,e2,thekanjimap.com/強,japanesegraph.com/強,"[""strong, powerful"", ""tough"", ""intense"", ""good at""]",body_health,false
193,細,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/細,japanesegraph.com/細,"[""thin, fine, narrow"", ""detailed"", ""small""]",size_measure,false
194,近,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/近,japanesegraph.com/近,"[""near, close"", ""recent""]",direction_position,false
195,遠,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/遠,japanesegraph.com/遠,"[""far, distant"", ""remote"", ""long (time)""]",direction_position,false
196,長,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n5,e2,thekanjimap.com/長,japanesegraph.com/長,"[""long, chief, head"", ""leader"", ""oldest""]",work_occupation,false
197,高,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n5,e2,thekanjimap.com/高,japanesegraph.com/高,"[""tall, high, expensive"", ""elevated"", ""loud (volume)""]",size_measure,false
198,交,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n3,e2,thekanjimap.com/交,japanesegraph.com/交,"[""mix, mingle, exchange"", ""traffic"", ""association""]",transportation,false
199,京,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/京,japanesegraph.com/京,"[""capital city"", ""Tokyo or Kyoto""]",geography_place,false
200,今,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/今,japanesegraph.com/今,"[""now, present"", ""current"", ""this""]",time_date,false
201,体,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/体,japanesegraph.com/体,"[""body, physique"", ""health"", ""form""]",body_health,false
202,何,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n5,e2,thekanjimap.com/何,japanesegraph.com/何,"[""what"", ""how many"", ""how much""]",,false
203,兄,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/兄,japanesegraph.com/兄,"[""older brother""]",family,false
204,公,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/公,japanesegraph.com/公,"[""public, official"", ""open"", ""governmental""]",government_law,false
205,内,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/内,japanesegraph.com/内,"[""inside, within"", ""domestic"", ""internal"", ""home""]",direction_position,false
206,冬,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/冬,japanesegraph.com/冬,"[""winter""]",time_date,false
207,刀,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/刀,japanesegraph.com/刀,"[""sword, katana"", ""blade"", ""knife""]",military,false
208,北,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/北,japanesegraph.com/北,"[""north""]",direction_position,false
209,午,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/午,japanesegraph.com/午,"[""noon, midday""]",time_date,false
210,半,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/半,japanesegraph.com/半,"[""half, semi"", ""middle"", ""incomplete""]",quantity_degree,false
211,南,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/南,japanesegraph.com/南,"[""south""]",direction_position,false
212,原,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n3,e2,thekanjimap.com/原,japanesegraph.com/原,"[""original, field, plain"", ""cause"", ""source"", ""foundation""]",nature,false
213,友,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n5,e2,thekanjimap.com/友,japanesegraph.com/友,"[""friend, companion""]",,false
214,台,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/台,japanesegraph.com/台,"[""stand, platform, counter for machines/vehicles"", ""stage"", ""base""]",tool_object,false
215,図,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n4,e2,thekanjimap.com/図,japanesegraph.com/図,"[""diagram, chart, drawing"", ""map"", ""figure"", ""design""]",,false
216,園,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/園,japanesegraph.com/園,"[""garden, park, orchard"", ""nursery"", ""institution""]",building_place,false
217,地,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/地,japanesegraph.com/地,"[""earth, ground, land"", ""region"", ""area"", ""position""]",geography_place,false
218,場,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/場,japanesegraph.com/場,"[""place, location, scene"", ""occasion"", ""opportunity"", ""field""]",building_place,false
219,声,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n4,e2,thekanjimap.com/声,japanesegraph.com/声,"[""voice, sound"", ""cry"", ""tone""]",communication,false
220,夏,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/夏,japanesegraph.com/夏,"[""summer""]",time_date,false
221,外,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/外,japanesegraph.com/外,"[""outside, exterior"", ""foreign"", ""other"", ""except""]",direction_position,false
222,夜,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/夜,japanesegraph.com/夜,"[""night, evening""]",time_date,false
223,妹,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/妹,japanesegraph.com/妹,"[""younger sister""]",family,false
224,姉,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/姉,japanesegraph.com/姉,"[""older sister""]",family,false
225,室,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/室,japanesegraph.com/室,"[""room, chamber"", ""office"", ""department""]",building_place,false
226,家,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/家,japanesegraph.com/家,"[""house, home"", ""family"", ""household""]",building_place,false
227,寺,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/寺,japanesegraph.com/寺,"[""Buddhist temple""]",religion_spirit,false
228,岩,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/岩,japanesegraph.com/岩,"[""rock, crag, boulder""]",nature,false
229,工,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/工,japanesegraph.com/工,"[""construction, craft, work"", ""engineer"", ""labor""]",work_occupation,false
230,市,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/市,japanesegraph.com/市,"[""city, municipality"", ""market"", ""fair""]",geography_place,false
231,弓,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n2,e2,thekanjimap.com/弓,japanesegraph.com/弓,"[""bow (archery)"", ""bowstring""]",military,false
232,弟,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/弟,japanesegraph.com/弟,"[""younger brother""]",family,false
233,形,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n3,e2,thekanjimap.com/形,japanesegraph.com/形,"[""shape, form"", ""figure"", ""type""]",,false
234,後,2026-07-11T13:06:03.678205+00:00,2026-07-16T14:49:15.924881+00:00,n5,e2,thekanjimap.com/後,japanesegraph.com/後,"[""after, later, behind"", ""subsequent"", ""future""]",time_date,false
235,心,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/心,japanesegraph.com/心,"[""heart, mind, spirit"", ""soul"", ""feeling"", ""core""]",emotion,false
236,戸,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/戸,japanesegraph.com/戸,"[""door, gate"", ""household"", ""house""]",building_place,false
237,才,2026-07-11T13:06:03.678205+00:00,2026-07-11T13:06:03.678205+00:00,n4,e2,thekanjimap.com/才,japanesegraph.com/才,"[""talent, ability"", ""years old (counter for age)""]",,false
238,方,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/方,japanesegraph.com/方,"[""direction, way, side"", ""person (polite)"", ""method"", ""manner""]",direction_position,false
239,星,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/星,japanesegraph.com/星,"[""star"", ""celestial body"", ""dot""]",nature,false
240,春,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/春,japanesegraph.com/春,"[""spring"", ""springtime"", ""youth""]",time_date,false
241,昼,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/昼,japanesegraph.com/昼,"[""noon, daytime"", ""midday"", ""lunch""]",time_date,false
242,時,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/時,japanesegraph.com/時,"[""time, hour"", ""moment"", ""occasion"", ""when""]",time_date,false
243,曜,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/曜,japanesegraph.com/曜,"[""day of the week"", ""weekday indicator""]",time_date,false
244,朝,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/朝,japanesegraph.com/朝,"[""morning"", ""dawn"", ""early""]",time_date,false
245,東,2026-07-11T13:06:03.678205+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/東,japanesegraph.com/東,"[""east"", ""eastern direction""]",direction_position,false
246,母,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/母,japanesegraph.com/母,"[""mother"", ""mom"", ""maternal""]",family,false
247,毎,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/毎,japanesegraph.com/毎,"[""every, each"", ""all"", ""routine""]",quantity_degree,false
248,汽,2026-07-11T13:07:25.437973+00:00,2026-07-16T14:49:15.924881+00:00,n3,e2,thekanjimap.com/汽,japanesegraph.com/汽,"[""steam, vapor""]",transportation,false
249,活,2026-07-11T13:07:25.437973+00:00,2026-07-11T13:07:25.437973+00:00,n3,e2,thekanjimap.com/活,japanesegraph.com/活,"[""lively, active"", ""activity"", ""life""]",,false
250,海,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/海,japanesegraph.com/海,"[""sea, ocean""]",nature,false
251,点,2026-07-11T13:07:25.437973+00:00,2026-07-16T14:49:15.924881+00:00,n4,e2,thekanjimap.com/点,japanesegraph.com/点,"[""point, dot, score"", ""mark"", ""aspect""]",education,false
252,父,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n5,e2,thekanjimap.com/父,japanesegraph.com/父,"[""father"", ""dad"", ""paternal""]",family,false
253,牛,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/牛,japanesegraph.com/牛,"[""cow, bull, cattle"", ""ox""]",animal,false
254,用,2026-07-11T13:07:25.437973+00:00,2026-07-11T13:07:25.437973+00:00,n4,e2,thekanjimap.com/用,japanesegraph.com/用,"[""use, purpose"", ""business"", ""errand""]",,false
255,画,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/画,japanesegraph.com/画,"[""picture, drawing"", ""stroke (of a character)"", ""plan"", ""movie""]",art_music,false
256,番,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/番,japanesegraph.com/番,"[""turn, order, number"", ""guard"", ""watch""]",number,false
257,矢,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/矢,japanesegraph.com/矢,"[""arrow"", ""dart"", ""missile""]",military,false
258,社,2026-07-11T13:07:25.437973+00:00,2026-07-11T13:07:25.437973+00:00,n4,e2,thekanjimap.com/社,japanesegraph.com/社,"[""company, shrine"", ""society"", ""organization""]",,false
259,秋,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/秋,japanesegraph.com/秋,"[""autumn, fall"", ""harvest season""]",time_date,false
260,科,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/科,japanesegraph.com/科,"[""department, subject"", ""course"", ""section"", ""science""]",education,false
261,算,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n3,e2,thekanjimap.com/算,japanesegraph.com/算,"[""calculate, count"", ""arithmetic"", ""abacus""]",education,false
262,米,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/米,japanesegraph.com/米,"[""rice, America (abbreviation)"", ""grain""]",food,false
263,紙,2026-07-11T13:07:25.437973+00:00,2026-07-13T23:15:38.60052+00:00,n4,e2,thekanjimap.com/紙,japanesegraph.com/紙,"[""paper"", ""sheet"", ""document""]",tool_object,false
